recipe_name,prep(mins),cooking(mins),food type,Calories(kcal),Carbohydrates(g),Protein(g),Fat(g),Saturated Fat(g),Polyunsaturated Fat(g),Sodium(mg),Potassium(mg),Fiber(g),Sugar(g),Vitamin A(IU),Vitamin C(mg),Calcium(mg),Iron(mg),Serving(per g Calories),Cholesterol(mg),Trans Fat(g),source,Cluster
Garlic Mushroom,5.0,15.0,Appetizer,154.25,6.5,2.5,12.25,6.0,0.75,157.0,259.75,1.25,2.5,291.25,5.25,21.75,0.5,,0.0,0.0,Panlasang Pinoy,0
Stir Fried Chicken Franks,5.0,10.0,Appetizer,73.5,5.5,2.5,4.75,1.25,0.75,199.25,49.5,0.125,0.75,11.75,0.75,8.0,0.5,,0.0,0.0,Panlasang Pinoy,0
Asian Chicken Lettuce Wrap,5.0,15.0,Appetizer,34.75,2.5,4.75,0.5,0.125,0.25,117.5,92.5,0.75,1.0,576.5,2.5,12.0,0.5,,0.0,0.0,Panlasang Pinoy,0
Loaded Nachos Recipe,5.0,15.0,Appetizer,182.25,17.0,5.0,10.75,2.75,3.0,403.5,127.5,1.5,1.0,158.25,5.25,72.0,0.75,,0.0,0.0,Panlasang Pinoy,0
Betamax Recipe,30.0,10.0,Appetizer,88.0,1.5,8.5,5.0,1.0,1.0,390.75,132.75,0.25,0.5,5034.25,10.5,9.25,4.25,,0.0,0.0,Panlasang Pinoy,0
Coconut Shrimp,10.0,7.0,Appetizer,225.5,20.5,2.75,15.0,3.75,3.5,111.0,86.0,1.25,8.75,34.75,0.5,37.75,1.0,,0.0,0.0,Panlasang Pinoy,0
Original Buffalo Wings,,29.0,Appetizer,132.5,0.25,0.0,11.25,4.75,1.5,337.0,65.0,0.0,0.25,205.75,0.25,6.25,0.5,,0.0,0.0,Panlasang Pinoy,0
Vegetable Okoy,10.0,,Appetizer,186.5,12.0,2.0,14.5,1.25,4.0,198.25,116.0,0.75,0.75,853.5,27.0,60.25,0.5,,0.0,0.0,Panlasang Pinoy,0
Cheesy Onion Rings,15.0,7.0,Appetizer,347.0,10.75,5.25,32.0,4.25,8.0,294.0,75.0,0.5,1.25,41.75,0.5,49.25,0.75,,0.0,0.0,Panlasang Pinoy,0
Filipino Chicken Macaroni Salad Recipe,10.0,35.0,Appetizer,0.0,18.75,6.25,9.0,1.75,0.0,348.0,167.75,1.0,3.75,771.25,5.325,47.75,0.475,8.0,14.5,0.0,Panlasang Pinoy,0
Pork Siomai,15.0,20.0,Appetizer,143.5,2.5,8.5,10.75,3.75,1.25,40.75,180.75,0.5,0.75,928.75,2.75,14.5,0.5,,0.0,0.0,Panlasang Pinoy,0
Longanisa Lumpiang Shanghai,15.0,12.0,Appetizer,112.5,4.25,5.25,8.25,2.5,0.0,229.5,118.25,0.5,2.75,473.75,2.25,9.75,0.5,,27.5,0.0,Panlasang Pinoy,0
Eggplant Meatballs Talong Bola Bola Recipe,10.0,15.0,Appetizer,588.5,40.0,14.5,40.75,8.0,0.0,1388.25,298.25,2.25,6.25,154.5,3.0,66.5,2.75,,83.25,0.0,Panlasang Pinoy,0
Kilawing Labanos Recipe,15.0,25.0,Appetizer,65.0,2.25,3.0,4.75,1.0,0.0,886.75,101.0,0.5,1.25,1150.75,6.75,10.5,1.5,,22.5,0.0,Panlasang Pinoy,0
Fried Ham and Cheese Roll,10.0,7.0,Appetizer,0.0,4.5,2.5,5.75,1.25,0.0,127.75,30.5,0.5,0.75,68.75,1.275,31.5,0.4,8.0,6.75,0.0,Panlasang Pinoy,0
Dynamite Lumpia,8.0,20.0,Appetizer,140.75,1.5,5.25,12.5,3.5,0.0,76.5,71.25,0.0,0.25,115.0,1.0,75.75,0.3,,33.75,0.0,Panlasang Pinoy,0
Special Tokwat Baboy,10.0,20.0,Appetizer,0.0,2.0,4.75,22.5,6.0,3.75,248.75,116.5,0.25,1.0,50.0,1.5,15.0,0.5,4.0,0.0,0.0,Panlasang Pinoy,0
Breaded Butterfly Shrimp Recipe,10.0,10.0,Appetizer,102.25,7.25,6.75,4.75,0.25,0.0,393.25,36.25,0.25,0.25,31.25,1.15,48.75,1.075,,71.75,0.0,Panlasang Pinoy,0
Spicy Dilis,10.0,5.0,Appetizer,54.25,7.25,0.0,2.75,0.0,0.0,0.0,17.25,0.0,7.0,13.75,0.175,6.5,0.075,,0.25,0.0,Panlasang Pinoy,0
Embutido,15.0,,Appetizer,0.0,16.25,11.25,12.75,5.25,1.25,222.0,284.25,1.5,3.25,1342.0,15.0,97.25,1.25,6.0,0.0,0.0,Panlasang Pinoy,0
Pinoy Breakfast Omelet and Bacon Garlic Fried Rice,10.0,30.0,Breakfast,699.5,52.5,21.75,44.25,14.75,7.5,808.0,421.75,2.0,2.75,1073.75,11.0,181.0,2.0,,0.0,0.0,Panlasang Pinoy,0
Air Fryer Longganisa Frittata,5.0,15.0,Breakfast,66.5,1.25,4.25,4.75,1.75,0.75,240.0,70.75,0.5,0.75,397.75,11.5,36.5,0.5,,0.0,0.0,Panlasang Pinoy,0
Breakfast Burrito,10.0,10.0,Breakfast,132.75,12.0,7.0,6.25,3.0,0.5,136.0,151.25,0.75,1.0,738.0,3.25,76.5,0.75,,0.0,0.0,Panlasang Pinoy,0
One Pan Sandwich,5.0,10.0,Breakfast,262.0,6.75,4.75,24.25,6.0,7.0,212.0,53.25,0.5,1.0,298.5,0.025,0.0,1.0,,0.0,0.0,Panlasang Pinoy,0
Bacon Stuffed Pancake,10.0,15.0,Breakfast,29.75,2.25,1.0,1.75,0.25,0.5,51.25,20.0,0.25,0.01,0.0,0.05,0.0,0.25,,0.0,0.0,Panlasang Pinoy,0
Tapa and Egg Fried Rice,,35.0,Breakfast,199.5,16.5,8.5,11.0,3.0,1.5,1063.75,183.25,1.0,4.0,668.5,11.25,24.25,1.25,,0.0,0.0,Panlasang Pinoy,0
Arroz Caldo Recipe,10.0,45.0,Breakfast,0.0,10.75,7.25,8.0,1.75,1.75,191.5,110.5,0.5,0.5,122.25,4.25,18.75,0.5,6.0,0.0,0.0,Panlasang Pinoy,0
Tortilla Espanola,5.0,10.0,Breakfast,0.0,0.75,0.25,27.0,3.75,2.75,219.25,10.75,0.25,0.25,2.25,0.0,2.25,0.25,4.0,0.0,0.0,Panlasang Pinoy,0
Longsilog Recipe,5.0,,Breakfast,244.5,37.25,5.5,7.5,1.5,1.5,93.25,92.25,0.5,0.25,11.5,0.5,16.25,0.5,,0.0,0.0,Panlasang Pinoy,0
Banana Fritter Recipe,15.0,10.0,Breakfast,0.0,11.0,1.0,7.5,0.75,0.0,55.75,38.25,0.25,6.75,26.25,0.0,20.5,0.25,6.0,7.75,0.0,Panlasang Pinoy,0
Corned Beef Omelet,5.0,10.0,Breakfast,0.0,1.25,3.25,5.75,1.25,0.0,260.25,89.25,0.25,0.5,46.75,7.25,7.75,0.5,8.0,12.25,0.0,Panlasang Pinoy,0
Chicken Adobo Fried Rice and Tortang Corned Beef,5.0,15.0,Breakfast,180.25,15.5,4.25,11.25,1.5,0.0,467.5,97.75,0.75,0.75,519.75,4.5,11.5,0.5,,21.25,0.0,Panlasang Pinoy,0
Tapsilog,10.0,30.0,Breakfast,220.75,23.25,10.75,9.0,1.0,0.0,710.25,219.25,0.75,4.25,625.0,2.525,23.5,1.0,,21.5,0.0,Panlasang Pinoy,0
Filipino Omelet,5.0,8.0,Breakfast,0.0,1.5,0.25,2.25,0.0,0.0,50.0,61.75,0.25,0.75,171.25,3.475,4.25,0.075,3.0,0.75,0.0,Panlasang Pinoy,0
Skinless Longganisa,15.0,10.0,Breakfast,28.5,1.0,1.25,2.0,0.75,0.0,88.5,26.75,0.0,1.0,33.75,0.225,3.0,0.1,,5.25,0.0,Panlasang Pinoy,0
Pork Tapsilog,5.0,25.0,Breakfast,307.75,49.5,12.75,5.25,0.75,0.0,119.0,212.25,0.75,0.0,0.0,0.175,20.0,0.7,,25.0,0.0,Panlasang Pinoy,0
Dulong Fishcake,5.0,12.0,Breakfast,343.25,15.25,27.0,19.25,6.0,0.0,883.75,397.25,0.75,1.25,233.75,1.7,54.5,1.8,,114.0,0.0,Panlasang Pinoy,0
Longanisa Recipe (Filipino Sausage),18.0,20.0,Breakfast,177.75,2.0,10.75,13.5,5.0,0.0,613.0,193.25,0.0,1.5,5.0,0.0,10.5,0.6,,45.75,0.0,Panlasang Pinoy,0
Homemade Pork Tocino,,20.0,Breakfast,0.0,7.75,8.5,1.5,0.25,0.0,549.25,161.5,0.0,6.75,0.0,1.25,7.0,0.275,6.0,23.75,0.0,Panlasang Pinoy,0
Tofu and Broccoli Stir fry,5.0,18.0,Lunch,0.0,2.75,1.75,5.5,0.5,1.75,0.0,98.75,0.75,1.0,739.75,15.5,16.0,0.25,3.0,0.0,0.0,Panlasang Pinoy,0
Beef Empanada Recipe,10.0,30.0,Lunch,0.0,25.25,8.0,61.25,12.75,13.0,269.25,182.5,1.25,3.0,420.5,2.5,22.5,2.0,4.0,0.0,0.0,Panlasang Pinoy,0
Crispy Katsu Sando,5.0,12.0,Lunch,73.0,4.0,0.75,6.0,1.75,1.75,127.0,16.0,0.25,1.25,72.0,1.5,9.25,0.25,,0.0,0.0,Panlasang Pinoy,0
Igado Recipe,10.0,45.0,Lunch,0.0,3.25,9.5,5.0,0.75,1.25,478.25,195.0,0.75,1.25,4003.0,17.75,12.5,4.5,4.0,0.0,0.0,Panlasang Pinoy,0
Pork Adobo Recipe,10.0,,Lunch,0.0,1.25,6.0,30.0,10.75,0.0,425.0,132.5,0.25,0.0,28.75,0.625,12.5,0.675,4.0,40.75,0.0,Panlasang Pinoy,0
Pinoy Chicken Curry Recipe,10.0,,Lunch,0.0,1.75,7.5,9.75,5.25,1.25,32.75,146.75,0.25,0.5,227.0,7.75,13.25,1.0,6.0,0.0,0.0,Panlasang Pinoy,0
Filipino Style Escabeche,10.0,30.0,Lunch,149.5,4.75,9.5,10.75,1.0,3.0,752.0,191.0,0.5,3.25,733.5,13.25,10.25,0.25,,0.0,0.0,Panlasang Pinoy,0
Filipino Style Escabeche,10.0,30.0,Dinner,149.5,4.75,9.5,10.75,1.0,3.0,752.0,191.0,0.5,3.25,733.5,13.25,10.25,0.25,,0.0,0.0,Panlasang Pinoy,0
Chicken Gising-gising,10.0,35.0,Lunch,184.75,5.25,13.25,12.5,3.75,2.5,81.25,220.0,0.25,0.25,90.75,4.0,20.0,1.0,,0.0,0.0,Panlasang Pinoy,0
Chicken Gising-gising,10.0,35.0,Dinner,184.75,5.25,13.25,12.5,3.75,2.5,81.25,220.0,0.25,0.25,90.75,4.0,20.0,1.0,,0.0,0.0,Panlasang Pinoy,0
"Ginataang Hipon, Sitaw, at Kalabasa",10.0,40.0,Lunch,0.0,4.75,3.25,9.0,5.5,0.75,70.75,165.0,0.25,0.5,203.75,35.5,84.5,1.25,4.0,0.0,0.0,Panlasang Pinoy,0
"Ginataang Hipon, Sitaw, at Kalabasa",10.0,40.0,Dinner,0.0,4.75,3.25,9.0,5.5,0.75,70.75,165.0,0.25,0.5,203.75,35.5,84.5,1.25,4.0,0.0,0.0,Panlasang Pinoy,0
Hardinera (Jardinera) Recipe,10.0,,Lunch,0.0,13.0,12.0,14.5,4.75,2.0,351.5,265.5,1.0,4.25,1147.5,7.0,49.75,1.5,3.0,0.0,0.0,Panlasang Pinoy,0
Bulalo Recipe,10.0,50.0,Lunch,0.0,3.25,8.0,1.5,0.5,0.25,30.5,215.5,1.25,1.25,69.0,11.5,29.5,1.0,4.0,0.0,0.0,Panlasang Pinoy,0
Pancit Palabok Recipe,10.0,35.0,Lunch,0.0,20.25,6.75,6.5,2.0,1.0,293.5,132.0,0.75,0.25,46.0,7.25,22.0,0.75,6.0,0.0,0.0,Panlasang Pinoy,0
Kalderetang Kambing,10.0,,Lunch,0.0,3.75,8.0,5.25,1.0,1.0,204.5,261.75,1.0,2.0,2078.0,14.5,19.0,1.25,4.0,0.0,0.0,Panlasang Pinoy,0
Bam-I Recipe,10.0,40.0,Lunch,0.0,14.5,5.0,5.0,1.25,1.0,335.25,123.75,0.75,1.0,744.0,5.0,13.75,0.5,6.0,0.0,0.0,Panlasang Pinoy,0
Ginisang Ampalaya,10.0,20.0,Lunch,0.0,1.5,1.0,3.25,0.25,0.75,9.25,73.0,0.5,0.5,149.0,11.5,8.75,0.25,4.0,0.0,0.0,Panlasang Pinoy,0
Almondigas Recipe,10.0,30.0,Lunch,0.0,5.25,3.75,6.0,1.75,1.0,290.0,74.75,0.25,0.25,12.0,0.75,10.0,0.5,6.0,0.0,0.0,Panlasang Pinoy,0
Beef Salpicao,40.0,30.0,Lunch,0.0,1.25,6.25,5.25,1.75,0.25,201.0,135.25,0.25,0.25,46.75,0.75,13.25,0.75,6.0,0.0,0.0,Panlasang Pinoy,0
Baked Macaroni Recipe,10.0,35.0,Lunch,0.0,13.75,6.0,6.5,3.25,0.25,111.75,163.0,0.75,2.5,275.75,4.0,49.75,0.75,8.0,0.0,0.0,Panlasang Pinoy,0
Laswa Recipe,5.0,25.0,Lunch,0.0,2.25,3.25,0.25,0.25,0.0,113.25,70.5,0.5,0.75,999.0,4.0,30.75,0.5,6.0,35.75,0.0,Panlasang Pinoy,0
Tortang Talong Recipe,15.0,12.0,Lunch,0.0,0.25,0.0,5.25,0.5,1.5,145.5,0.75,0.0,0.25,0.75,0.0,0.25,0.0,4.0,0.0,0.0,Panlasang Pinoy,0
Ginisang Munggo (Monggo),10.0,,Lunch,0.0,10.25,5.25,2.75,0.75,0.5,181.5,230.5,2.5,1.25,293.0,2.5,28.25,1.0,6.0,0.0,0.0,Panlasang Pinoy,0
Pinaputok na Tilapia Recipe,10.0,35.0,Lunch,0.0,2.25,0.25,0.5,0.25,0.25,0.0,0.0,0.25,1.5,148.0,4.75,3.25,0.25,3.0,0.0,0.0,Panlasang Pinoy,0
Pork Menudo,10.0,,Lunch,0.0,3.0,8.25,9.25,3.0,0.0,339.0,214.25,0.5,0.75,1258.75,3.65,13.0,1.075,6.0,40.25,0.0,Panlasang Pinoy,0
Pork Caldereta Recipe,5.0,,Lunch,0.0,2.5,9.25,12.75,4.0,1.5,217.0,222.0,0.75,1.25,1296.75,14.25,14.75,1.0,5.0,0.0,0.0,Panlasang Pinoy,0
Chicken Afritada Recipe,5.0,45.0,Lunch,145.75,6.25,9.25,9.25,2.0,0.0,272.25,305.75,1.25,1.25,803.75,10.55,23.25,1.65,,31.75,0.0,Panlasang Pinoy,0
Pork Steak Recipe,10.0,50.0,Lunch,0.0,0.5,0.75,7.0,0.5,0.0,0.0,12.0,0.25,0.25,0.0,0.0,1.75,0.125,4.0,0.25,0.0,Panlasang Pinoy,0
Bicol Express Recipe,5.0,55.0,Lunch,0.0,2.5,6.75,31.0,17.0,0.0,107.75,186.25,0.5,0.25,7.25,2.0,20.25,1.5,6.0,57.0,0.0,Panlasang Pinoy,0
Adobong Kangkong Recipe,5.0,15.0,Lunch,0.0,2.0,1.0,3.5,0.25,0.0,0.0,47.5,0.25,0.5,294.5,4.0,11.25,0.25,4.0,0.0,1.0,Panlasang Pinoy,0
Adobong Kangkong Recipe,5.0,15.0,Dinner,0.0,2.0,1.0,3.5,0.25,0.0,0.0,47.5,0.25,0.5,294.5,4.0,11.25,0.25,4.0,0.0,1.0,Panlasang Pinoy,0
Pinakbet Tagalog Recipe,5.0,35.0,Lunch,310.75,7.0,1.25,31.0,11.25,0.0,90.5,223.75,1.75,2.25,1582.5,10.225,20.5,0.375,,34.0,0.0,Panlasang Pinoy,0
Pinakbet Tagalog Recipe,5.0,35.0,Dinner,310.75,7.0,1.25,31.0,11.25,0.0,90.5,223.75,1.75,2.25,1582.5,10.225,20.5,0.375,,34.0,0.0,Panlasang Pinoy,0
Beef Stir Fry,5.0,9.0,Lunch,148.25,2.0,5.5,13.25,3.0,0.0,127.75,115.0,0.25,0.5,260.5,15.5,3.75,0.75,,19.75,0.0,Panlasang Pinoy,0
Pininyahang Manok,10.0,45.0,Lunch,0.0,3.75,7.5,7.0,1.75,0.0,178.25,131.75,0.5,3.0,687.5,10.55,16.5,0.45,6.0,28.75,0.0,Panlasang Pinoy,0
Beef Asado,30.0,30.0,Lunch,221.0,2.75,16.25,16.5,5.5,0.0,503.25,348.75,0.5,1.0,148.75,3.25,24.75,2.0,,59.25,0.0,Panlasang Pinoy,0
Sweet and Sour Tilapia,10.0,30.0,Lunch,265.75,13.75,1.0,23.5,1.75,0.0,0.0,110.75,0.75,10.5,1247.75,22.5,9.75,0.25,,0.25,0.0,Panlasang Pinoy,0
Ginataang Puso ng Saging,5.0,25.0,Lunch,83.25,4.25,2.5,6.5,1.75,0.0,13.0,215.25,1.75,0.5,5.0,0.0,7.0,17.0,,8.5,0.0,Panlasang Pinoy,0
Sinanglay na Tilapia Recipe,10.0,20.0,Lunch,0.0,1.5,0.5,4.5,4.0,0.0,0.0,59.75,0.25,0.25,11.25,1.0,6.75,0.75,4.0,0.25,0.0,Panlasang Pinoy,0
Easy Kung Pao Shrimp Recipe,5.0,15.0,Lunch,0.0,10.5,9.25,5.75,0.5,0.0,487.75,191.0,1.25,7.25,548.25,19.0,74.25,1.25,3.0,95.25,0.0,Panlasang Pinoy,0
Chicken Lollipop Recipe,10.0,12.0,Lunch,0.0,4.75,0.75,2.25,0.25,0.0,318.5,10.25,0.25,0.25,0.0,0.0,6.75,0.25,6.0,0.75,0.0,Panlasang Pinoy,0
Garlic Butter Shrimp Recipe,10.0,12.0,Lunch,0.0,1.5,7.75,2.5,1.25,0.0,312.0,36.75,0.25,1.0,87.25,2.5,58.0,0.75,6.0,100.25,0.0,Panlasang Pinoy,0
Sinigang na Hipon,10.0,20.0,Lunch,70.75,9.5,8.0,0.75,0.25,0.0,238.75,341.75,3.75,4.75,938.0,18.5,89.0,1.75,,71.5,0.0,Panlasang Pinoy,0
Chicken Mami Recipe,5.0,,Lunch,206.0,21.25,10.25,9.25,1.0,0.0,449.75,165.5,2.25,3.5,1480.0,5.0,25.25,0.5,,44.25,0.0,Panlasang Pinoy,0
Steamed Fish with Mayonnaise,10.0,35.0,Lunch,101.0,3.75,0.25,9.0,1.0,0.0,293.5,27.25,0.25,2.0,673.25,7.0,3.0,0.25,,0.5,0.0,Panlasang Pinoy,0
Bangus Sisig,10.0,25.0,Lunch,0.0,1.25,11.5,5.5,2.5,0.0,173.5,235.5,0.25,0.5,352.5,2.5,8.5,0.25,4.0,41.0,0.0,Panlasang Pinoy,0
Fried Tilapia Recipe,5.0,15.0,Lunch,0.0,0.0,0.25,1.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,Panlasang Pinoy,0
Pork and Chicken Adobo Recipe,15.0,,Lunch,0.0,1.5,8.5,21.0,6.75,0.0,321.0,125.75,0.25,0.5,52.5,1.0,11.25,0.65,6.0,41.75,0.0,Panlasang Pinoy,0
Paksiw na Pata Recipe,10.0,,Lunch,0.0,8.5,13.25,10.25,3.75,0.0,518.0,227.75,0.75,6.75,22.5,0.2,22.25,4.65,4.0,47.5,0.0,Panlasang Pinoy,0
Galbi Recipe,,16.0,Lunch,0.0,3.75,8.75,4.75,2.0,0.0,433.0,169.75,0.25,3.0,6.25,0.3,8.25,1.1,6.0,24.5,0.0,Panlasang Pinoy,0
Paklay Recipe,20.0,30.0,Lunch,0.0,6.0,7.5,3.25,0.75,0.0,44.5,167.25,0.75,4.0,3506.25,10.75,14.25,2.0,6.0,102.5,0.0,Panlasang Pinoy,0
Vegetarian Pancit Canton,15.0,15.0,Lunch,107.75,11.75,3.0,5.5,0.25,0.0,432.0,73.75,1.25,2.25,738.75,5.1,11.75,0.25,,0.0,0.0,Panlasang Pinoy,0
Inihaw na Bangus Recipe (Grilled Milkfish),10.0,20.0,Lunch,0.0,1.5,11.5,2.25,0.5,0.0,325.25,246.75,0.25,0.5,287.5,5.125,8.0,0.35,4.0,33.0,0.0,Panlasang Pinoy,0
Dinuguan Recipe,10.0,50.0,Lunch,0.0,3.75,5.0,8.5,2.25,0.0,17.5,123.25,0.5,3.0,40.0,10.3,15.5,0.275,4.0,20.25,0.0,Panlasang Pinoy,0
Tinolang Tahong Recipe,5.0,20.0,Lunch,0.0,2.25,2.5,2.75,0.25,0.0,353.5,107.75,0.25,0.25,500.0,4.025,16.25,0.925,3.0,5.25,0.0,Panlasang Pinoy,0
Lechon Kawali Recipe,10.0,50.0,Lunch,0.0,0.5,3.5,22.75,7.5,0.0,595.5,81.0,0.25,0.0,21.25,0.2,8.5,0.375,6.0,27.0,0.0,Panlasang Pinoy,0
Beef Pares,10.0,45.0,Lunch,905.5,20.0,52.5,67.25,22.5,0.0,1953.5,930.5,1.0,15.25,125.0,5.55,98.0,6.725,,201.25,0.0,Panlasang Pinoy,0
Beef Kaldereta Recipe,10.0,,Lunch,0.0,5.0,7.5,10.5,3.0,0.0,225.75,283.75,1.25,1.5,2287.5,16.45,22.25,1.625,6.0,27.25,0.0,Panlasang Pinoy,0
Squid Ball Chop Suey,10.0,35.0,Lunch,0.0,4.0,1.75,1.5,0.0,0.0,92.25,139.0,1.25,2.0,1078.75,24.925,23.5,0.85,6.0,19.75,0.0,Panlasang Pinoy,0
Ginataang Tilapia,10.0,25.0,Lunch,112.75,2.5,1.25,11.5,7.25,0.0,245.0,136.75,0.25,0.5,468.75,3.175,17.0,1.45,,0.0,0.0,Panlasang Pinoy,0
Spaghetti and Meatballs,10.0,40.0,Lunch,193.75,15.75,8.5,10.5,3.25,0.0,386.75,265.5,1.25,2.75,201.25,4.7,54.25,1.35,,32.25,0.0,Panlasang Pinoy,0
Chicken Pochero Recipe,10.0,40.0,Lunch,175.0,12.0,11.5,9.5,2.0,0.0,152.0,395.0,4.0,4.75,763.75,21.6,57.5,1.9,,34.0,0.0,Panlasang Pinoy,0
Adobong Pusit Recipe,10.0,20.0,Lunch,0.0,1.25,0.75,1.75,0.0,0.0,406.25,25.25,0.0,0.5,0.0,0.6,3.0,0.2,4.0,0.0,0.0,Panlasang Pinoy,0
Pork Binagoongan Recipe,5.0,,Lunch,275.5,3.5,8.25,25.25,8.25,0.0,250.5,253.5,0.75,2.0,11.25,1.45,26.5,0.7,,73.25,0.0,Panlasang Pinoy,0
Pata Hamonado,15.0,46.0,Lunch,68.25,10.5,0.75,2.75,0.0,0.0,265.0,73.5,0.75,9.0,37.5,4.225,17.0,0.4,,0.0,0.0,Panlasang Pinoy,0
Chicken Pastel Recipe,15.0,50.0,Lunch,195.25,8.0,13.75,11.75,5.75,0.0,327.0,321.5,0.75,0.25,927.5,4.4,20.75,1.025,,61.5,0.0,Panlasang Pinoy,0
Christmas Lasagna,15.0,15.0,Lunch,192.25,4.0,10.75,14.75,6.0,0.0,291.5,242.25,0.5,1.5,325.0,5.975,129.25,1.325,,41.0,0.0,Panlasang Pinoy,0
Bistek Tagalog (beefsteak) Recipe,,40.0,Lunch,0.0,0.25,0.0,3.75,0.5,0.0,273.75,125.75,0.0,0.0,0.0,0.2,8.5,0.7,4.0,18.5,0.0,Panlasang Pinoy,0
Kare Kare,10.0,30.0,Lunch,0.0,6.0,22.75,13.25,4.0,0.0,235.0,111.0,1.25,0.75,0.0,1.075,36.75,2.875,6.0,92.0,0.0,Panlasang Pinoy,0
Lumpiang Sariwa with Fresh Lumpia Wrapper,30.0,40.0,Lunch,0.0,8.5,2.75,3.5,0.5,0.0,196.0,103.75,1.0,3.25,1027.25,7.25,23.0,0.75,8.0,5.25,0.0,Panlasang Pinoy,0
Pork Bicol Express Recipe,10.0,50.0,Lunch,0.0,0.75,6.25,4.5,0.75,0.0,56.75,109.5,0.0,0.25,5.0,0.0,11.75,0.45,4.0,29.5,0.0,Panlasang Pinoy,0
Pork Baby Back Ribs Nilaga Recipe,10.0,,Lunch,0.0,1.75,9.5,7.75,2.75,0.0,228.5,172.75,0.5,1.0,50.0,7.5,28.25,0.5,6.0,0.0,1.0,Panlasang Pinoy,0
Baked Garlic Salmon and Easy Tofu Sisig,10.0,,Dinner,234.75,3.75,14.75,17.25,3.75,2.25,342.0,328.0,0.75,1.0,383.0,16.75,67.75,1.0,,0.0,0.0,Panlasang Pinoy,0
Malapot na Pininyahang Manok,10.0,45.0,Dinner,180.5,5.75,11.75,12.25,2.75,2.75,294.5,193.25,0.75,3.25,1296.25,18.75,16.5,0.75,,0.0,0.0,Panlasang Pinoy,0
Chicken Binagoongan,5.0,45.0,Dinner,39.5,1.25,2.75,2.75,0.25,0.0,117.25,17.0,0.25,0.5,7.0,1.5,17.0,0.25,,0.0,1.0,Panlasang Pinoy,0
Bok Choy in Garlic Sauce,5.0,12.0,Dinner,0.0,3.25,1.25,2.0,0.25,0.75,0.0,155.0,0.5,2.25,2533.5,25.75,63.5,0.5,2.0,0.0,0.0,Panlasang Pinoy,0
Laing Recipe,10.0,45.0,Dinner,0.0,2.25,4.75,10.25,8.0,0.25,102.5,155.25,0.25,0.5,237.5,5.25,25.5,1.75,6.0,0.0,0.0,Panlasang Pinoy,0
Air Fried Peach Mango Pie,10.0,25.0,Dessert,142.0,28.0,4.0,2.0,0.5,0.5,138.5,123.25,1.75,14.75,404.25,11.0,40.5,1.25,,0.0,0.0,Panlasang Pinoy,0
Special Lunch Menu,20.0,45.0,Dessert,409.0,18.5,15.25,30.75,12.0,3.25,68.5,621.75,4.0,11.25,489.5,15.75,89.5,1.0,,0.0,0.0,Panlasang Pinoy,0
Ginataang Mais at Malagkit (Sweet Corn and Glutinous Rice in Coconut Milk),10.0,20.0,Dessert,0.0,15.75,2.5,16.75,14.5,0.25,0.0,185.5,1.0,6.75,25.25,1.75,9.5,1.75,4.0,0.0,0.0,Panlasang Pinoy,0
Cassava Cake Recipe Creamy and Cheesy Version,10.0,,Dessert,243.25,23.75,5.25,15.0,11.25,0.5,100.0,261.75,1.0,11.75,230.75,7.25,128.0,0.75,,0.0,0.0,Panlasang Pinoy,0
How to Make Macaroni Salad for the Holidays,,,Dessert,510.25,46.5,8.0,33.25,17.0,9.25,313.25,274.25,4.5,25.75,377.25,1.0,129.25,1.0,,0.0,0.0,Panlasang Pinoy,0
Bibingka Recipe,10.0,35.0,Dessert,0.0,20.75,3.25,10.25,7.75,0.25,90.25,163.0,0.75,8.75,164.0,0.25,84.0,1.0,3.0,0.0,0.0,Panlasang Pinoy,0
Banana Bread Recipe,5.0,,Dessert,0.0,11.0,0.75,4.75,0.25,1.25,0.0,9.25,0.25,5.0,0.5,0.0,1.25,0.25,4.0,0.0,0.0,Panlasang Pinoy,0
Biko Recipe,10.0,40.0,Dessert,0.0,23.75,1.25,6.0,5.25,0.1,0.0,89.25,0.25,13.25,0.0,0.25,18.0,1.25,8.0,0.0,0.0,Panlasang Pinoy,0
